campus,place_id,name,site,category,borough,street,city,postal_code,state,latitude,longitude,verified
University of Illinois Urbana-Champaign,ChIJoUKqgmHXDIgRrZiClSE_GkA,The Linc,https://www.aspensquare.com/apartments/illinois/urbana/the-linc?utm_source=google,Apartment rental agency,,1601 N Lincoln Ave,Urbana,61801,Illinois,40.1281638,-88.22017799999999,True
University of Illinois Urbana-Champaign,ChIJq-_xxo_XDIgRQaOaC0HpKag,Town & Country Apartments,https://www.tandcapartments.com/%3Frcstdid%3DMg%253D%253D-YRjTEizZPgM%253D,Apartment rental agency,,1032 Kerr Ave,Urbana,61802,Illinois,40.12229809999999,-88.19726639999999,True
University of Illinois Urbana-Champaign,ChIJcT_bVWnXDIgRtRv8uFr4IxQ,Campus Circle,https://www.livecampuscircle.com/?utm_source=gmb,Apartment complex,,1010 W University Ave,Urbana,61801,Illinois,40.1165658,-88.2219593,True
University of Illinois Urbana-Champaign,ChIJ4RcVWTnXDIgRcnQBIsfLJKg,Illini Tower Apartments,https://www.illinitoweruiuc.com/?utm_source=gbp,Student housing center,,409 E Chalmers St,Champaign,61820,Illinois,40.1065889,-88.2323389,True
University of Illinois Urbana-Champaign,ChIJAaRo_t7XDIgRHm74yxuRhKo,Seven07,https://liveseven07.com/?y_source=1_Mjg2NTExOTQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,Student housing center,Campustown,707 S 4th St,Champaign,61820,Illinois,40.1096008,-88.2341874,True
University of Illinois Urbana-Champaign,ChIJ5yKD5jXXDIgRkGdSK3ffJl8,Green Street Realty,https://www.greenstrealty.com/,Apartment rental agency,,510 S Neil St,Champaign,61820,Illinois,40.1107669,-88.2433132,True
University of Illinois Urbana-Champaign,ChIJh-MjTT_XDIgREg4JSr55NBc,First Column,,Property management company,Campustown,512 E Green St Apt B,Champaign,61820,Illinois,40.1105814,-88.2314749,True
University of Illinois Urbana-Champaign,ChIJF0jJhNfXDIgRqLO-uHn9i4Q,Yugo Urbana Illinois,https://yugo.com/en-us/global/united-states-of-america/urbana-il/yugo-urbana-illinois?utm_source=googlemaps,Furnished apartment building,,410 N Lincoln Ave,Urbana,61801,Illinois,40.116014,-88.2191919,True
University of Illinois Urbana-Champaign,ChIJHd4nFzjXDIgRw23-k0Axqp8,212 East,https://www.212east.com/?switch_cls[id]=98512,Student housing center,Campustown,212 E Green St,Champaign,61820,Illinois,40.1104105,-88.2356253,True
University of Illinois Urbana-Champaign,ChIJq6qqqk7XDIgRuJ6D7S4FVhk,Hunters Pond Apartment Homes,https://www.hunterspond-apartments.com/?utm_source=GMB,Apartment rental agency,,2717 Hunters Pond Run,Champaign,61820,Illinois,40.1483293,-88.2446949,True
University of Illinois Urbana-Champaign,ChIJNUZDVGLXDIgRpbLl-ZLq7YY,Capstone Quarters,http://www.capstonequarters.com/,Apartment complex,,1901 N Lincoln Ave,Urbana,61801,Illinois,40.1299451,-88.2201183,True
University of Illinois Urbana-Champaign,ChIJh-fkijjXDIgRiBiW0D9azyk,Campustown Rentals,https://www.americancampus.com/student-apartments/il/champaign/campustown-rentals,Apartment complex,Campustown,309 E Green St,Champaign,61820,Illinois,40.1100515,-88.2341603,True
University of Illinois Urbana-Champaign,ChIJ7R36jEbXDIgRE_nknCuwSNY,MHM Properties,http://www.mhmproperties.com/,Apartment rental agency,,303 S 5th St,Champaign,61820,Illinois,40.1140313,-88.23235009999999,True
University of Illinois Urbana-Champaign,ChIJkUNL8TfXDIgRzbcTd3_-ijA,HERE Champaign,https://www.herechampaign.com/,Apartment complex,Campustown,308 E Green St,Champaign,61820,Illinois,40.1105109,-88.2342474,True
University of Illinois Urbana-Champaign,ChIJ06hDonPXDIgRwvaC5IF3CaA,Element on Main Apartments,https://chooseelement.com/,Apartment complex,,502 W Main St,Urbana,61801,Illinois,40.114352,-88.2132589,True
University of Illinois Urbana-Champaign,ChIJr-EbgDTXDIgRDpkDYnR9rP8,JSJ Property Management,http://www.jsjmanagement.com/,Property management company,,302 W Springfield Ave,Champaign,61820,Illinois,40.112886,-88.2473011,True
University of Illinois Urbana-Champaign,ChIJByDnijjXDIgRqzV41TJw_dw,Roland Realty,http://www.roland-realty.com/,Apartment rental agency,,901 S 1st St,Champaign,61820,Illinois,40.1077038,-88.23906559999999,True
University of Illinois Urbana-Champaign,ChIJq0-EID_XDIgRGl5jbXhvDTY,The Dean Campustown,https://www.thedean.com/campustown/,Apartment complex,Campustown,708 S 6th St,Champaign,61820,Illinois,40.1095997,-88.23011319999999,True
University of Illinois Urbana-Champaign,ChIJJ0oCYHTRDIgR2EzSDqUIy5E,Smile Student Living,https://www.smilestudentliving.com/,Apartment complex,Campustown,615 S Wright St,Champaign,61820,Illinois,40.1109984,-88.22906549999999,True
University of Illinois Urbana-Champaign,ChIJA3TSPJPXDIgROSgAeS0I2bw,Octave Apartments,https://liveatoctave.com/?utm_source=GMB,Apartment building,,210 S 4th St,Champaign,61820,Illinois,40.1147027,-88.23306389999999,True
University of Illinois Urbana-Champaign,ChIJl3GbQTjXDIgRUIdCvHgdOY4,Community Property Management,http://cpm-apts.com/,Property management company,,408 Kenwood Rd,Champaign,61821,Illinois,40.112127,-88.284729,True
